Date,Product_Name,Actual_Sales
2025-11-03,Chorizo & Eggs,0
2025-11-04,Chorizo & Eggs,0
2025-11-05,Chorizo & Eggs,0
2025-11-06,Chorizo & Eggs,0
2025-11-07,Chorizo & Eggs,0
2025-11-08,Chorizo & Eggs,0
2025-11-09,Chorizo & Eggs,0
2025-11-10,Chorizo & Eggs,0
2025-11-11,Chorizo & Eggs,0
2025-11-12,Chorizo & Eggs,0
2025-11-13,Chorizo & Eggs,0
2025-11-14,Chorizo & Eggs,0
2025-11-15,Chorizo & Eggs,0
2025-11-16,Chorizo & Eggs,0
2025-11-17,Chorizo & Eggs,0
2025-11-18,Chorizo & Eggs,0
2025-11-19,Chorizo & Eggs,0
2025-11-20,Chorizo & Eggs,0
2025-11-21,Chorizo & Eggs,0
2025-11-22,Chorizo & Eggs,0
2025-11-23,Chorizo & Eggs,0
2025-11-24,Chorizo & Eggs,0
2025-11-25,Chorizo & Eggs,0
2025-11-26,Chorizo & Eggs,0
2025-11-27,Chorizo & Eggs,0
2025-11-28,Chorizo & Eggs,0
2025-11-29,Chorizo & Eggs,0
2025-11-30,Chorizo & Eggs,0
2025-11-01,Chse Onion Tstie,12
2025-11-02,Chse Onion Tstie,1
2025-11-03,Chse Onion Tstie,5
2025-11-04,Chse Onion Tstie,9
2025-11-05,Chse Onion Tstie,3
2025-11-06,Chse Onion Tstie,1
2025-11-07,Chse Onion Tstie,3
2025-11-08,Chse Onion Tstie,8
2025-11-09,Chse Onion Tstie,1
2025-11-10,Chse Onion Tstie,3
2025-11-11,Chse Onion Tstie,3
2025-11-12,Chse Onion Tstie,3
2025-11-13,Chse Onion Tstie,7
2025-11-14,Chse Onion Tstie,6
2025-11-15,Chse Onion Tstie,2
2025-11-16,Chse Onion Tstie,5
2025-11-17,Chse Onion Tstie,3
2025-11-18,Chse Onion Tstie,2
2025-11-19,Chse Onion Tstie,1
2025-11-20,Chse Onion Tstie,4
2025-11-21,Chse Onion Tstie,5
2025-11-22,Chse Onion Tstie,4
2025-11-23,Chse Onion Tstie,1
2025-11-24,Chse Onion Tstie,10
2025-11-25,Chse Onion Tstie,1
2025-11-26,Chse Onion Tstie,7
2025-11-27,Chse Onion Tstie,2
2025-11-28,Chse Onion Tstie,5
2025-11-29,Chse Onion Tstie,6
2025-11-30,Chse Onion Tstie,4
2025-11-01,Chse Tom Toastie,0
2025-11-02,Chse Tom Toastie,0
2025-11-03,Chse Tom Toastie,0
2025-11-04,Chse Tom Toastie,0
2025-11-05,Chse Tom Toastie,0
2025-11-06,Chse Tom Toastie,0
2025-11-07,Chse Tom Toastie,0
2025-11-08,Chse Tom Toastie,0
2025-11-09,Chse Tom Toastie,0
2025-11-10,Chse Tom Toastie,0
2025-11-11,Chse Tom Toastie,0
2025-11-12,Chse Tom Toastie,0
2025-11-13,Chse Tom Toastie,0
2025-11-14,Chse Tom Toastie,0
2025-11-15,Chse Tom Toastie,0
2025-11-16,Chse Tom Toastie,0
2025-11-17,Chse Tom Toastie,0
2025-11-18,Chse Tom Toastie,0
2025-11-19,Chse Tom Toastie,0
2025-11-20,Chse Tom Toastie,0
2025-11-21,Chse Tom Toastie,0
2025-11-22,Chse Tom Toastie,0
2025-11-23,Chse Tom Toastie,0
2025-11-24,Chse Tom Toastie,0
2025-11-25,Chse Tom Toastie,0
2025-11-26,Chse Tom Toastie,0
2025-11-27,Chse Tom Toastie,0
2025-11-28,Chse Tom Toastie,0
2025-11-29,Chse Tom Toastie,0
2025-11-30,Chse Tom Toastie,0
2025-11-01,Cinnamon Dusting,0
2025-11-02,Cinnamon Dusting,0
2025-11-03,Cinnamon Dusting,0
2025-11-04,Cinnamon Dusting,0
2025-11-05,Cinnamon Dusting,0
2025-11-06,Cinnamon Dusting,2
2025-11-07,Cinnamon Dusting,0
2025-11-08,Cinnamon Dusting,2
2025-11-09,Cinnamon Dusting,0
2025-11-10,Cinnamon Dusting,1
2025-11-11,Cinnamon Dusting,1
2025-11-12,Cinnamon Dusting,4
2025-11-13,Cinnamon Dusting,1
2025-11-14,Cinnamon Dusting,5
2025-11-15,Cinnamon Dusting,2
2025-11-16,Cinnamon Dusting,1
2025-11-17,Cinnamon Dusting,2
2025-11-18,Cinnamon Dusting,5
2025-11-19,Cinnamon Dusting,1
2025-11-20,Cinnamon Dusting,6
2025-11-21,Cinnamon Dusting,2
2025-11-22,Cinnamon Dusting,1
2025-11-23,Cinnamon Dusting,3
2025-11-24,Cinnamon Dusting,4
2025-11-25,Cinnamon Dusting,2
2025-11-26,Cinnamon Dusting,4
2025-11-27,Cinnamon Dusting,3
2025-11-28,Cinnamon Dusting,0
2025-11-29,Cinnamon Dusting,0
2025-11-30,Cinnamon Dusting,1
2025-11-01,Clotted Cream,0
2025-11-02,Clotted Cream,0
2025-11-03,Clotted Cream,0
2025-11-04,Clotted Cream,0
2025-11-05,Clotted Cream,0
2025-11-06,Clotted Cream,0
2025-11-07,Clotted Cream,0
2025-11-08,Clotted Cream,0
2025-11-09,Clotted Cream,0
2025-11-10,Clotted Cream,0
2025-11-11,Clotted Cream,0
2025-11-12,Clotted Cream,0
2025-11-13,Clotted Cream,0
2025-11-14,Clotted Cream,0
2025-11-15,Clotted Cream,0
2025-11-16,Clotted Cream,0
2025-11-17,Clotted Cream,0
2025-11-18,Clotted Cream,0
2025-11-19,Clotted Cream,0
2025-11-20,Clotted Cream,0
2025-11-21,Clotted Cream,0
2025-11-22,Clotted Cream,0
2025-11-23,Clotted Cream,0
2025-11-24,Clotted Cream,0
2025-11-25,Clotted Cream,0
2025-11-26,Clotted Cream,0
2025-11-27,Clotted Cream,0
2025-11-28,Clotted Cream,0
2025-11-29,Clotted Cream,0
2025-11-30,Clotted Cream,0
2025-11-01,Coconut Kefir,0
2025-11-02,Coconut Kefir,0
2025-11-03,Coconut Kefir,0
2025-11-04,Coconut Kefir,0
2025-11-05,Coconut Kefir,0
2025-11-06,Coconut Kefir,0
2025-11-07,Coconut Kefir,0
2025-11-08,Coconut Kefir,0
2025-11-09,Coconut Kefir,0
2025-11-10,Coconut Kefir,0
2025-11-11,Coconut Kefir,0
2025-11-12,Coconut Kefir,0
2025-11-13,Coconut Kefir,0
2025-11-14,Coconut Kefir,0
2025-11-15,Coconut Kefir,0
2025-11-16,Coconut Kefir,0
2025-11-17,Coconut Kefir,0
2025-11-18,Coconut Kefir,0
2025-11-19,Coconut Kefir,0
2025-11-20,Coconut Kefir,0
2025-11-21,Coconut Kefir,0
2025-11-22,Coconut Kefir,0
2025-11-23,Coconut Kefir,0
2025-11-24,Coconut Kefir,0
2025-11-25,Coconut Kefir,0
2025-11-26,Coconut Kefir,0
2025-11-27,Coconut Kefir,0
2025-11-28,Coconut Kefir,0
2025-11-29,Coconut Kefir,0
2025-11-30,Coconut Kefir,0
2025-11-01,Coleslaw,0
2025-11-02,Coleslaw,1
2025-11-03,Coleslaw,0
2025-11-04,Coleslaw,0
2025-11-05,Coleslaw,0
2025-11-06,Coleslaw,0
2025-11-07,Coleslaw,2
2025-11-08,Coleslaw,0
2025-11-09,Coleslaw,0
2025-11-10,Coleslaw,0
2025-11-11,Coleslaw,0
2025-11-12,Coleslaw,0
2025-11-13,Coleslaw,0
2025-11-14,Coleslaw,0
2025-11-15,Coleslaw,0
2025-11-16,Coleslaw,0
2025-11-17,Coleslaw,0
2025-11-18,Coleslaw,0
2025-11-19,Coleslaw,0
2025-11-20,Coleslaw,0
2025-11-21,Coleslaw,0
2025-11-22,Coleslaw,0
2025-11-23,Coleslaw,0
2025-11-24,Coleslaw,0
2025-11-25,Coleslaw,0
2025-11-26,Coleslaw,0
2025-11-27,Coleslaw,0
2025-11-28,Coleslaw,0
2025-11-29,Coleslaw,1
2025-11-30,Coleslaw,0
2025-11-01,Cream,5
2025-11-02,Cream,0
2025-11-03,Cream,0
2025-11-04,Cream,0
2025-11-05,Cream,2
2025-11-06,Cream,1
2025-11-07,Cream,2
2025-11-08,Cream,4
2025-11-09,Cream,4
2025-11-10,Cream,0
2025-11-11,Cream,0
2025-11-12,Cream,6
2025-11-13,Cream,1
2025-11-14,Cream,4
2025-11-15,Cream,3
2025-11-16,Cream,5
2025-11-17,Cream,6
2025-11-18,Cream,3
2025-11-19,Cream,0
2025-11-20,Cream,8
2025-11-21,Cream,7
2025-11-22,Cream,3
2025-11-23,Cream,8
2025-11-24,Cream,4
2025-11-25,Cream,2
2025-11-26,Cream,0
2025-11-27,Cream,4
2025-11-28,Cream,5
2025-11-29,Cream,4
2025-11-30,Cream,3
2025-11-01,DairyFree Butter,0
2025-11-02,DairyFree Butter,0
2025-11-03,DairyFree Butter,0
2025-11-04,DairyFree Butter,0
2025-11-05,DairyFree Butter,0
2025-11-06,DairyFree Butter,0
2025-11-07,DairyFree Butter,0
2025-11-08,DairyFree Butter,0
2025-11-09,DairyFree Butter,1
2025-11-10,DairyFree Butter,0
2025-11-11,DairyFree Butter,0
2025-11-12,DairyFree Butter,0
2025-11-13,DairyFree Butter,0
2025-11-14,DairyFree Butter,0
2025-11-15,DairyFree Butter,0
2025-11-16,DairyFree Butter,0
2025-11-17,DairyFree Butter,0
2025-11-18,DairyFree Butter,0
2025-11-19,DairyFree Butter,0
2025-11-20,DairyFree Butter,0
2025-11-21,DairyFree Butter,0
2025-11-22,DairyFree Butter,0
2025-11-23,DairyFree Butter,0
2025-11-24,DairyFree Butter,0
2025-11-25,DairyFree Butter,0
2025-11-26,DairyFree Butter,0
2025-11-27,DairyFree Butter,0
2025-11-28,DairyFree Butter,0
2025-11-29,DairyFree Butter,0
2025-11-30,DairyFree Butter,0
2025-11-01,Deli Bagel,0
2025-11-02,Deli Bagel,0
2025-11-03,Deli Bagel,0
2025-11-04,Deli Bagel,0
2025-11-05,Deli Bagel,0
2025-11-06,Deli Bagel,0
2025-11-07,Deli Bagel,0
2025-11-08,Deli Bagel,0
2025-11-09,Deli Bagel,0
2025-11-10,Deli Bagel,0
2025-11-11,Deli Bagel,0
2025-11-12,Deli Bagel,0
2025-11-13,Deli Bagel,0
2025-11-14,Deli Bagel,0
2025-11-15,Deli Bagel,0
2025-11-16,Deli Bagel,0
2025-11-17,Deli Bagel,0
2025-11-18,Deli Bagel,0
2025-11-19,Deli Bagel,0
2025-11-20,Deli Bagel,0
2025-11-21,Deli Bagel,0
2025-11-22,Deli Bagel,0
2025-11-23,Deli Bagel,0
2025-11-24,Deli Bagel,0
2025-11-25,Deli Bagel,0
2025-11-26,Deli Bagel,0
2025-11-27,Deli Bagel,0
2025-11-28,Deli Bagel,0
2025-11-29,Deli Bagel,0
2025-11-30,Deli Bagel,0
2025-11-01,Egg Bacon Brioch,0
2025-11-02,Egg Bacon Brioch,0
2025-11-03,Egg Bacon Brioch,0
2025-11-04,Egg Bacon Brioch,0
2025-11-05,Egg Bacon Brioch,0
2025-11-06,Egg Bacon Brioch,0
2025-11-07,Egg Bacon Brioch,0
2025-11-08,Egg Bacon Brioch,0
2025-11-09,Egg Bacon Brioch,0
2025-11-10,Egg Bacon Brioch,0
2025-11-11,Egg Bacon Brioch,0
2025-11-12,Egg Bacon Brioch,0
2025-11-13,Egg Bacon Brioch,0
2025-11-14,Egg Bacon Brioch,0
2025-11-15,Egg Bacon Brioch,0
2025-11-16,Egg Bacon Brioch,0
2025-11-17,Egg Bacon Brioch,0
2025-11-18,Egg Bacon Brioch,0
2025-11-19,Egg Bacon Brioch,0
2025-11-20,Egg Bacon Brioch,0
2025-11-21,Egg Bacon Brioch,0
2025-11-22,Egg Bacon Brioch,0
2025-11-23,Egg Bacon Brioch,0
2025-11-24,Egg Bacon Brioch,0
2025-11-25,Egg Bacon Brioch,0
2025-11-26,Egg Bacon Brioch,0
2025-11-27,Egg Bacon Brioch,0
2025-11-28,Egg Bacon Brioch,0
2025-11-29,Egg Bacon Brioch,0
2025-11-30,Egg Bacon Brioch,0
2025-11-01,Egg Bap,1
2025-11-02,Egg Bap,0
2025-11-03,Egg Bap,3
2025-11-04,Egg Bap,1
2025-11-05,Egg Bap,1
2025-11-06,Egg Bap,3
2025-11-07,Egg Bap,2
2025-11-08,Egg Bap,1
2025-11-09,Egg Bap,1
2025-11-10,Egg Bap,1
2025-11-11,Egg Bap,2
2025-11-12,Egg Bap,0
2025-11-13,Egg Bap,4
2025-11-14,Egg Bap,0
2025-11-15,Egg Bap,6
2025-11-16,Egg Bap,2
2025-11-17,Egg Bap,1
2025-11-18,Egg Bap,0
2025-11-19,Egg Bap,0
2025-11-20,Egg Bap,4
2025-11-21,Egg Bap,2
2025-11-22,Egg Bap,5
2025-11-23,Egg Bap,0
2025-11-24,Egg Bap,1
2025-11-25,Egg Bap,0
2025-11-26,Egg Bap,2
2025-11-27,Egg Bap,2
2025-11-28,Egg Bap,1
2025-11-29,Egg Bap,3
2025-11-30,Egg Bap,1
2025-11-01,Egg Soldiers,3
2025-11-02,Egg Soldiers,1
2025-11-03,Egg Soldiers,0
2025-11-04,Egg Soldiers,0
2025-11-05,Egg Soldiers,0
2025-11-06,Egg Soldiers,0
2025-11-07,Egg Soldiers,0
2025-11-08,Egg Soldiers,1
2025-11-09,Egg Soldiers,0
2025-11-10,Egg Soldiers,0
2025-11-11,Egg Soldiers,0
2025-11-12,Egg Soldiers,0
2025-11-13,Egg Soldiers,0
2025-11-14,Egg Soldiers,0
2025-11-15,Egg Soldiers,0
2025-11-16,Egg Soldiers,1
2025-11-17,Egg Soldiers,0
2025-11-18,Egg Soldiers,0
2025-11-19,Egg Soldiers,0
2025-11-20,Egg Soldiers,0
2025-11-21,Egg Soldiers,0
2025-11-22,Egg Soldiers,1
2025-11-23,Egg Soldiers,0
2025-11-24,Egg Soldiers,0
2025-11-25,Egg Soldiers,0
2025-11-26,Egg Soldiers,0
2025-11-27,Egg Soldiers,0
2025-11-28,Egg Soldiers,0
2025-11-29,Egg Soldiers,1
2025-11-30,Egg Soldiers,0
2025-11-01,Extra Beans,0
2025-11-02,Extra Beans,0
2025-11-03,Extra Beans,0
2025-11-04,Extra Beans,0
2025-11-05,Extra Beans,0
2025-11-06,Extra Beans,0
2025-11-07,Extra Beans,0
2025-11-08,Extra Beans,0
2025-11-09,Extra Beans,0
2025-11-10,Extra Beans,0
2025-11-11,Extra Beans,0
2025-11-12,Extra Beans,0
2025-11-13,Extra Beans,0
2025-11-14,Extra Beans,0
2025-11-15,Extra Beans,0
2025-11-16,Extra Beans,0
2025-11-17,Extra Beans,0
2025-11-18,Extra Beans,0
2025-11-19,Extra Beans,0
2025-11-20,Extra Beans,0
2025-11-21,Extra Beans,0
2025-11-22,Extra Beans,0
2025-11-23,Extra Beans,0
2025-11-24,Extra Beans,0
2025-11-25,Extra Beans,0
2025-11-26,Extra Beans,0
2025-11-27,Extra Beans,0
2025-11-28,Extra Beans,0
2025-11-29,Extra Beans,0
2025-11-30,Extra Beans,0
2025-11-01,Extra Tuna,0
2025-11-02,Extra Tuna,0
2025-11-03,Extra Tuna,0
2025-11-04,Extra Tuna,1
2025-11-05,Extra Tuna,0
2025-11-06,Extra Tuna,0
2025-11-07,Extra Tuna,0
2025-11-08,Extra Tuna,1
2025-11-09,Extra Tuna,0
2025-11-10,Extra Tuna,0
2025-11-11,Extra Tuna,0
2025-11-12,Extra Tuna,0
2025-11-13,Extra Tuna,0
2025-11-14,Extra Tuna,0
2025-11-15,Extra Tuna,0
2025-11-16,Extra Tuna,0
2025-11-17,Extra Tuna,0
2025-11-18,Extra Tuna,0
2025-11-19,Extra Tuna,0
2025-11-20,Extra Tuna,0
2025-11-21,Extra Tuna,0
2025-11-22,Extra Tuna,0
2025-11-23,Extra Tuna,0
2025-11-24,Extra Tuna,0
2025-11-25,Extra Tuna,0
2025-11-26,Extra Tuna,0
2025-11-27,Extra Tuna,0
2025-11-28,Extra Tuna,0
2025-11-29,Extra Tuna,0
2025-11-30,Extra Tuna,0
2025-11-01,F.Eggs on Toast,2
2025-11-02,F.Eggs on Toast,3
2025-11-03,F.Eggs on Toast,1
2025-11-04,F.Eggs on Toast,0
2025-11-05,F.Eggs on Toast,1
2025-11-06,F.Eggs on Toast,0
2025-11-07,F.Eggs on Toast,0
2025-11-08,F.Eggs on Toast,1
2025-11-09,F.Eggs on Toast,4
2025-11-10,F.Eggs on Toast,0
2025-11-11,F.Eggs on Toast,0
2025-11-12,F.Eggs on Toast,2
2025-11-13,F.Eggs on Toast,2
2025-11-14,F.Eggs on Toast,2
2025-11-15,F.Eggs on Toast,6
2025-11-16,F.Eggs on Toast,0
2025-11-17,F.Eggs on Toast,1
2025-11-18,F.Eggs on Toast,1
2025-11-19,F.Eggs on Toast,2
2025-11-20,F.Eggs on Toast,1
2025-11-21,F.Eggs on Toast,3
2025-11-22,F.Eggs on Toast,3
2025-11-23,F.Eggs on Toast,2
2025-11-24,F.Eggs on Toast,2
2025-11-25,F.Eggs on Toast,1
2025-11-26,F.Eggs on Toast,3
2025-11-27,F.Eggs on Toast,2
2025-11-28,F.Eggs on Toast,4
2025-11-29,F.Eggs on Toast,1
2025-11-30,F.Eggs on Toast,0
2025-11-01,Fest Plough Foca,0
2025-11-02,Fest Plough Foca,0
2025-11-03,Fest Plough Foca,0
2025-11-04,Fest Plough Foca,0
2025-11-05,Fest Plough Foca,0
2025-11-06,Fest Plough Foca,0
2025-11-07,Fest Plough Foca,0
2025-11-08,Fest Plough Foca,0
2025-11-09,Fest Plough Foca,0
2025-11-10,Fest Plough Foca,0
2025-11-11,Fest Plough Foca,0
2025-11-12,Fest Plough Foca,0
2025-11-13,Fest Plough Foca,1
2025-11-14,Fest Plough Foca,1
2025-11-15,Fest Plough Foca,0
2025-11-16,Fest Plough Foca,0
2025-11-17,Fest Plough Foca,1
2025-11-18,Fest Plough Foca,2
2025-11-19,Fest Plough Foca,1
2025-11-20,Fest Plough Foca,0
2025-11-21,Fest Plough Foca,1
2025-11-22,Fest Plough Foca,3
2025-11-23,Fest Plough Foca,1
2025-11-24,Fest Plough Foca,2
2025-11-25,Fest Plough Foca,0
2025-11-26,Fest Plough Foca,1
2025-11-27,Fest Plough Foca,2
2025-11-28,Fest Plough Foca,0
2025-11-29,Fest Plough Foca,2
2025-11-30,Fest Plough Foca,0
2025-11-01,Festive Stack,0
2025-11-02,Festive Stack,0
2025-11-03,Festive Stack,0
2025-11-04,Festive Stack,0
2025-11-05,Festive Stack,0
2025-11-06,Festive Stack,0
2025-11-07,Festive Stack,0
2025-11-08,Festive Stack,0
2025-11-09,Festive Stack,0
2025-11-10,Festive Stack,0
2025-11-11,Festive Stack,0
2025-11-12,Festive Stack,7
2025-11-13,Festive Stack,5
2025-11-14,Festive Stack,8
2025-11-15,Festive Stack,6
2025-11-16,Festive Stack,7
2025-11-17,Festive Stack,3
2025-11-18,Festive Stack,3
2025-11-19,Festive Stack,2
2025-11-20,Festive Stack,1
2025-11-21,Festive Stack,3
2025-11-22,Festive Stack,3
2025-11-23,Festive Stack,4
2025-11-24,Festive Stack,4
2025-11-25,Festive Stack,1
2025-11-26,Festive Stack,2
2025-11-27,Festive Stack,8
2025-11-28,Festive Stack,3
2025-11-29,Festive Stack,6
2025-11-30,Festive Stack,3
2025-11-01,Finest FSC,0
2025-11-02,Finest FSC,0
2025-11-03,Finest FSC,0
2025-11-04,Finest FSC,0
2025-11-05,Finest FSC,0
2025-11-06,Finest FSC,0
2025-11-07,Finest FSC,0
2025-11-08,Finest FSC,0
2025-11-09,Finest FSC,0
2025-11-10,Finest FSC,0
2025-11-11,Finest FSC,0
2025-11-12,Finest FSC,0
2025-11-13,Finest FSC,0
2025-11-14,Finest FSC,0
2025-11-15,Finest FSC,0
2025-11-16,Finest FSC,0
2025-11-17,Finest FSC,0
2025-11-18,Finest FSC,0
2025-11-19,Finest FSC,0
2025-11-20,Finest FSC,0
2025-11-21,Finest FSC,0
2025-11-22,Finest FSC,0
2025-11-23,Finest FSC,0
2025-11-24,Finest FSC,0
2025-11-25,Finest FSC,0
2025-11-26,Finest FSC,0
2025-11-27,Finest FSC,0
2025-11-28,Finest FSC,0
2025-11-29,Finest FSC,0
2025-11-30,Finest FSC,0
2025-11-01,Fish & Chips,7
2025-11-02,Fish & Chips,5
2025-11-03,Fish & Chips,2
2025-11-04,Fish & Chips,2
2025-11-05,Fish & Chips,2
2025-11-06,Fish & Chips,3
2025-11-07,Fish & Chips,9
2025-11-08,Fish & Chips,3
2025-11-09,Fish & Chips,4
2025-11-10,Fish & Chips,1
2025-11-11,Fish & Chips,3
2025-11-12,Fish & Chips,2
2025-11-13,Fish & Chips,1
2025-11-14,Fish & Chips,7
2025-11-15,Fish & Chips,5
2025-11-16,Fish & Chips,6
2025-11-17,Fish & Chips,6
2025-11-18,Fish & Chips,1
2025-11-19,Fish & Chips,1
2025-11-20,Fish & Chips,3
2025-11-21,Fish & Chips,5
2025-11-22,Fish & Chips,3
2025-11-23,Fish & Chips,4
2025-11-24,Fish & Chips,3
2025-11-25,Fish & Chips,7
2025-11-26,Fish & Chips,5
2025-11-27,Fish & Chips,4
2025-11-28,Fish & Chips,4
2025-11-29,Fish & Chips,3
2025-11-30,Fish & Chips,5
2025-11-01,Fish Fing Roll,0
2025-11-02,Fish Fing Roll,0
2025-11-03,Fish Fing Roll,0
2025-11-04,Fish Fing Roll,0
2025-11-05,Fish Fing Roll,0
2025-11-06,Fish Fing Roll,0
2025-11-07,Fish Fing Roll,0
2025-11-08,Fish Fing Roll,0
2025-11-09,Fish Fing Roll,0
2025-11-10,Fish Fing Roll,0
2025-11-11,Fish Fing Roll,0
2025-11-12,Fish Fing Roll,0
2025-11-13,Fish Fing Roll,0
2025-11-14,Fish Fing Roll,0
2025-11-15,Fish Fing Roll,0
2025-11-16,Fish Fing Roll,0
2025-11-17,Fish Fing Roll,0
2025-11-18,Fish Fing Roll,0
2025-11-19,Fish Fing Roll,0
2025-11-20,Fish Fing Roll,0
2025-11-21,Fish Fing Roll,0
2025-11-22,Fish Fing Roll,0
2025-11-23,Fish Fing Roll,0
2025-11-24,Fish Fing Roll,0
2025-11-25,Fish Fing Roll,0
2025-11-26,Fish Fing Roll,0
2025-11-27,Fish Fing Roll,0
2025-11-28,Fish Fing Roll,0
2025-11-29,Fish Fing Roll,0
2025-11-30,Fish Fing Roll,0
2025-11-01,Fish Finger Wrap,3
2025-11-02,Fish Finger Wrap,1
2025-11-03,Fish Finger Wrap,0
2025-11-04,Fish Finger Wrap,1
2025-11-05,Fish Finger Wrap,3
2025-11-06,Fish Finger Wrap,0
2025-11-07,Fish Finger Wrap,1
2025-11-08,Fish Finger Wrap,0
2025-11-09,Fish Finger Wrap,3
2025-11-10,Fish Finger Wrap,1
2025-11-11,Fish Finger Wrap,0
2025-11-12,Fish Finger Wrap,4
2025-11-13,Fish Finger Wrap,1
2025-11-14,Fish Finger Wrap,1
2025-11-15,Fish Finger Wrap,2
2025-11-16,Fish Finger Wrap,1
2025-11-17,Fish Finger Wrap,0
2025-11-18,Fish Finger Wrap,2
2025-11-19,Fish Finger Wrap,1
2025-11-20,Fish Finger Wrap,4
2025-11-21,Fish Finger Wrap,3
2025-11-22,Fish Finger Wrap,3
2025-11-23,Fish Finger Wrap,2
2025-11-24,Fish Finger Wrap,0
2025-11-25,Fish Finger Wrap,2
2025-11-26,Fish Finger Wrap,2
2025-11-27,Fish Finger Wrap,2
2025-11-28,Fish Finger Wrap,1
2025-11-29,Fish Finger Wrap,0
2025-11-30,Fish Finger Wrap,2
2025-11-01,Fish Fingers,1
2025-11-02,Fish Fingers,4
2025-11-03,Fish Fingers,1
2025-11-04,Fish Fingers,2
2025-11-05,Fish Fingers,0
2025-11-06,Fish Fingers,1
2025-11-07,Fish Fingers,0
2025-11-08,Fish Fingers,5
2025-11-09,Fish Fingers,3
2025-11-10,Fish Fingers,1
2025-11-11,Fish Fingers,2
2025-11-12,Fish Fingers,1
2025-11-13,Fish Fingers,0
2025-11-14,Fish Fingers,5
2025-11-15,Fish Fingers,4
2025-11-16,Fish Fingers,0
2025-11-17,Fish Fingers,0
2025-11-18,Fish Fingers,0
2025-11-19,Fish Fingers,1
2025-11-20,Fish Fingers,2
2025-11-21,Fish Fingers,2
2025-11-22,Fish Fingers,0
2025-11-23,Fish Fingers,0
2025-11-24,Fish Fingers,0
2025-11-25,Fish Fingers,1
2025-11-26,Fish Fingers,0
2025-11-27,Fish Fingers,4
2025-11-28,Fish Fingers,0
2025-11-29,Fish Fingers,3
2025-11-30,Fish Fingers,0
2025-11-01,Fried Egg,10
2025-11-02,Fried Egg,11
2025-11-03,Fried Egg,3
2025-11-04,Fried Egg,6
2025-11-05,Fried Egg,4
2025-11-06,Fried Egg,3
2025-11-07,Fried Egg,11
2025-11-08,Fried Egg,12
2025-11-09,Fried Egg,7
2025-11-10,Fried Egg,2
2025-11-11,Fried Egg,11
2025-11-12,Fried Egg,9
2025-11-13,Fried Egg,9
2025-11-14,Fried Egg,14
2025-11-15,Fried Egg,11
2025-11-16,Fried Egg,15
2025-11-17,Fried Egg,13
2025-11-18,Fried Egg,8
2025-11-19,Fried Egg,2
2025-11-20,Fried Egg,11
2025-11-21,Fried Egg,9
2025-11-22,Fried Egg,10
2025-11-23,Fried Egg,14
2025-11-24,Fried Egg,11
2025-11-25,Fried Egg,3
2025-11-26,Fried Egg,3
2025-11-27,Fried Egg,5
2025-11-28,Fried Egg,9
2025-11-29,Fried Egg,5
2025-11-30,Fried Egg,18
2025-11-01,Garlic Bread,5
2025-11-02,Garlic Bread,2
2025-11-03,Garlic Bread,2
2025-11-04,Garlic Bread,0
2025-11-05,Garlic Bread,1
2025-11-06,Garlic Bread,1
2025-11-07,Garlic Bread,0
2025-11-08,Garlic Bread,2
2025-11-09,Garlic Bread,3
2025-11-10,Garlic Bread,1
2025-11-11,Garlic Bread,2
2025-11-12,Garlic Bread,0
2025-11-13,Garlic Bread,2
2025-11-14,Garlic Bread,1
2025-11-15,Garlic Bread,3
2025-11-16,Garlic Bread,0
2025-11-17,Garlic Bread,0
2025-11-18,Garlic Bread,3
2025-11-19,Garlic Bread,0
2025-11-20,Garlic Bread,0
2025-11-21,Garlic Bread,1
2025-11-22,Garlic Bread,0
2025-11-23,Garlic Bread,0
2025-11-24,Garlic Bread,1
2025-11-25,Garlic Bread,1
2025-11-26,Garlic Bread,0
2025-11-27,Garlic Bread,0
2025-11-28,Garlic Bread,0
2025-11-29,Garlic Bread,2
2025-11-30,Garlic Bread,2
2025-11-01,Gingbread Syrup,0
2025-11-02,Gingbread Syrup,0
2025-11-03,Gingbread Syrup,0
2025-11-04,Gingbread Syrup,0
2025-11-05,Gingbread Syrup,0
2025-11-06,Gingbread Syrup,0
2025-11-07,Gingbread Syrup,0
2025-11-08,Gingbread Syrup,0
2025-11-09,Gingbread Syrup,0
2025-11-10,Gingbread Syrup,0
2025-11-11,Gingbread Syrup,0
2025-11-12,Gingbread Syrup,0
2025-11-13,Gingbread Syrup,0
2025-11-14,Gingbread Syrup,0
2025-11-15,Gingbread Syrup,0
2025-11-16,Gingbread Syrup,0
2025-11-17,Gingbread Syrup,0
2025-11-18,Gingbread Syrup,0
2025-11-19,Gingbread Syrup,0
2025-11-20,Gingbread Syrup,0
2025-11-21,Gingbread Syrup,0
2025-11-22,Gingbread Syrup,0
2025-11-23,Gingbread Syrup,0
2025-11-24,Gingbread Syrup,0
2025-11-25,Gingbread Syrup,0
2025-11-26,Gingbread Syrup,0
2025-11-27,Gingbread Syrup,0
2025-11-28,Gingbread Syrup,0
2025-11-29,Gingbread Syrup,0
2025-11-30,Gingbread Syrup,0
2025-11-01,Goat Chse Panini,0
2025-11-02,Goat Chse Panini,0
2025-11-03,Goat Chse Panini,0
2025-11-04,Goat Chse Panini,0
2025-11-05,Goat Chse Panini,0
2025-11-06,Goat Chse Panini,0
2025-11-07,Goat Chse Panini,0
