Product_Name,Date_Only,Sales,XGB_Prediction
Bacon,2025-11-02,5,6.661291211843491
Bacon,2025-11-03,6,4.263804644346237
Bacon,2025-11-04,7,4.002638757228851
Bacon,2025-11-05,5,4.557545840740204
Bacon,2025-11-06,2,3.5561714470386505
Bacon,2025-11-07,6,5.757952064275742
Bacon,2025-11-08,6,5.079773098230362
Bacon,2025-11-09,11,4.43605762720108
Bacon,2025-11-10,1,3.209018588066101
Bacon,2025-11-11,4,3.544281452894211
Bacon,2025-11-12,4,3.1904132664203644
Bacon,2025-11-13,8,3.0953709185123444
Bacon,2025-11-14,12,3.5039185285568237
Bacon,2025-11-15,6,2.880989193916321
Bacon,2025-11-16,5,3.2387422025203705
Bacon,2025-11-17,4,3.2924265265464783
Bacon,2025-11-18,4,3.2743086218833923
Bacon,2025-11-19,4,3.4629896581172943
Bacon,2025-11-20,7,3.619608759880066
Bacon,2025-11-21,7,3.1950281262397766
Bacon,2025-11-22,5,3.2173955142498016
Bacon,2025-11-23,4,3.285596787929535
Bacon,2025-11-24,2,3.23134383559227
Bacon,2025-11-25,6,3.2499247193336487
Bacon,2025-11-26,2,3.2966573536396027
Bacon,2025-11-27,5,3.357657492160797
Bacon,2025-11-28,12,3.195319414138794
Bacon,2025-11-29,3,3.272523045539856
Bacon,2025-11-30,15,3.295557141304016
Bacon Bap,2025-11-01,26,14.811775147914886
Bacon Bap,2025-11-02,26,13.85181525349617
Bacon Bap,2025-11-03,8,12.863687068223953
Bacon Bap,2025-11-04,14,11.724850118160248
Bacon Bap,2025-11-05,14,12.220234394073486
Bacon Bap,2025-11-06,22,12.69958621263504
Bacon Bap,2025-11-07,18,12.505751430988312
Bacon Bap,2025-11-08,20,12.170787930488586
Bacon Bap,2025-11-09,12,12.110719472169876
Bacon Bap,2025-11-10,5,11.042153269052505
Bacon Bap,2025-11-11,14,10.34504359960556
Bacon Bap,2025-11-12,12,10.146732062101364
Bacon Bap,2025-11-13,9,10.420566082000732
Bacon Bap,2025-11-14,17,10.39719569683075
Bacon Bap,2025-11-15,10,9.769976407289505
Bacon Bap,2025-11-16,14,9.89273425936699
Bacon Bap,2025-11-17,13,10.362486809492111
Bacon Bap,2025-11-18,11,9.530196756124496
Bacon Bap,2025-11-19,13,9.392620354890823
Bacon Bap,2025-11-20,7,9.69837674498558
Bacon Bap,2025-11-21,16,9.045743763446808
Bacon Bap,2025-11-22,17,8.65716952085495
Bacon Bap,2025-11-23,18,9.478361308574677
Bacon Bap,2025-11-24,26,9.75723910331726
Bacon Bap,2025-11-25,10,9.050277829170227
Bacon Bap,2025-11-26,15,9.450564354658127
Bacon Bap,2025-11-27,11,9.937570661306381
Bacon Bap,2025-11-28,11,8.980549842119217
Bacon Bap,2025-11-29,16,8.745663791894913
Bacon Bap,2025-11-30,26,9.474168121814728
Bacon Egg Brioch,2025-11-01,1,1.3443195230793208
